Index,Arduino_Value,R_Value,Difference,Abs_Difference
99,35.703922271728516,35.703918693747895,3.5779806211166942e-06,3.5779806211166942e-06
100,35.941680908203125,35.94167634597993,4.5622231965580795e-06,4.5622231965580795e-06
101,36.26466369628906,36.2646586580291,5.0382599638965075e-06,5.0382599638965075e-06
102,36.411800384521484,36.411792083991145,8.30053033951117e-06,8.30053033951117e-06
103,36.58545684814453,36.58545170055029,5.147594244192533e-06,5.147594244192533e-06
104,36.66946792602539,36.669462739606445,5.186418945868354e-06,5.186418945868354e-06
105,36.96494674682617,36.96494292736891,3.8194572624661305e-06,3.8194572624661305e-06
106,37.215389251708984,37.215388543630695,7.080782893353899e-07,7.080782893353899e-07
107,37.25326919555664,37.253265134348716,4.061207924621613e-06,4.061207924621613e-06
108,37.5930061340332,37.593000390880135,5.743153067783169e-06,5.743153067783169e-06
109,37.66961669921875,37.66961415014324,2.549075510671628e-06,2.549075510671628e-06
110,37.7579460144043,37.75794559936397,4.1504032566308524e-07,4.1504032566308524e-07
111,37.805397033691406,37.80539110207077,5.931620634669343e-06,5.931620634669343e-06
112,37.880374908447266,37.88036846116238,6.447284889077309e-06,6.447284889077309e-06
113,38.037445068359375,38.037443085781106,1.982578268666657e-06,1.982578268666657e-06
114,38.27900695800781,38.2790007385238,6.219484014025056e-06,6.219484014025056e-06
115,38.399932861328125,38.39992872855849,4.132769632292366e-06,4.132769632292366e-06
116,38.569671630859375,38.569666768621026,4.862238348835035e-06,4.862238348835035e-06
117,38.73099899291992,38.73099198993634,7.002983579695865e-06,7.002983579695865e-06
118,39.0296516418457,39.0296465710077,5.070838000165168e-06,5.070838000165168e-06
119,39.432395935058594,39.43238729666504,8.638393552473644e-06,8.638393552473644e-06
120,39.51662826538086,39.51661870418595,9.561194907803383e-06,9.561194907803383e-06
121,39.880008697509766,39.88000144889455,7.2486152191686415e-06,7.2486152191686415e-06
122,40.2624397277832,40.26243098064654,8.747136661213517e-06,8.747136661213517e-06
123,40.46583938598633,40.46583154150393,7.844482396990315e-06,7.844482396990315e-06
124,40.730159759521484,40.73015516897347,4.590548016381035e-06,4.590548016381035e-06
125,40.74977111816406,40.74976626655415,4.851609915590416e-06,4.851609915590416e-06
126,40.97315216064453,40.973146989773824,5.170870707615904e-06,5.170870707615904e-06
127,41.10272979736328,41.10272598116521,3.8161980739914725e-06,3.8161980739914725e-06
128,41.26668930053711,41.26668226612208,7.034415027362684e-06,7.034415027362684e-06
129,41.49549102783203,41.49548685667615,4.171155879362232e-06,4.171155879362232e-06
130,41.76700210571289,41.766998816582216,3.2891306744886606e-06,3.2891306744886606e-06
131,41.93971633911133,41.939712001938254,4.337173074020484e-06,4.337173074020484e-06
132,42.35371017456055,42.353705762632515,4.4119280318000165e-06,4.4119280318000165e-06
133,42.581539154052734,42.5815358628354,3.2912173324461946e-06,3.2912173324461946e-06
134,42.737693786621094,42.737691486497596,2.300123497889217e-06,2.300123497889217e-06
135,42.950843811035156,42.95084252664252,1.2843926384675797e-06,1.2843926384675797e-06
136,43.11508560180664,43.11508363556479,1.966241853779138e-06,1.966241853779138e-06
137,43.19096374511719,43.19096292374668,8.213705058324194e-07,8.213705058324194e-07
138,43.407859802246094,43.40785420053674,5.6017093541527174e-06,5.6017093541527174e-06
139,43.66316604614258,43.6631662788138,-2.3267121918024714e-07,2.3267121918024714e-07
140,43.867794036865234,43.867793020865946,1.0159992882563529e-06,1.0159992882563529e-06
141,44.07073974609375,44.07073700207463,2.744019120370922e-06,2.744019120370922e-06
142,44.25433349609375,44.254330914249,2.5818447468850536e-06,2.5818447468850536e-06
143,44.497318267822266,44.49731221788526,6.049937006480377e-06,6.049937006480377e-06
144,44.554988861083984,44.55498678514308,2.0759409053994204e-06,2.0759409053994204e-06
145,44.823463439941406,44.823460492019365,2.947922041585116e-06,2.947922041585116e-06
146,44.91314697265625,44.91314317580324,3.7968530079979246e-06,3.7968530079979246e-06
147,45.10947799682617,45.109476643132865,1.3536933067825885e-06,1.3536933067825885e-06
148,45.34285354614258,45.34284927309503,4.273047551350828e-06,4.273047551350828e-06
149,45.529502868652344,45.52950214395804,7.246943027894304e-07,7.246943027894304e-07
150,45.56304931640625,45.56304573112438,3.5852818669468434e-06,3.5852818669468434e-06
151,45.73106002807617,45.73105533008411,4.6979920611534e-06,4.6979920611534e-06
152,45.92481994628906,45.924815109658184,4.836630878912729e-06,4.836630878912729e-06
153,46.17308044433594,46.17307319164786,7.252688078551728e-06,7.252688078551728e-06
154,46.37941360473633,46.379405511024984,8.093711343803989e-06,8.093711343803989e-06
155,46.59149169921875,46.59148586799376,5.831224989094608e-06,5.831224989094608e-06
156,46.850067138671875,46.850060744685244,6.393986630826021e-06,6.393986630826021e-06
157,46.95387649536133,46.95386937527014,7.120091190415678e-06,7.120091190415678e-06
158,47.06501007080078,47.065002689025405,7.38177537584761e-06,7.38177537584761e-06
159,47.22650146484375,47.22649107658335,1.0388260399452065e-05,1.0388260399452065e-05
160,47.41623306274414,47.416223686559235,9.376184905818263e-06,9.376184905818263e-06
161,47.693084716796875,47.69307514406241,9.57273446289264e-06,9.57273446289264e-06
162,47.782814025878906,47.78280726946375,6.756415153574835e-06,6.756415153574835e-06
163,47.87187194824219,47.87186344658088,8.501661305615471e-06,8.501661305615471e-06
164,48.095298767089844,48.09528949223851,9.274851336726897e-06,9.274851336726897e-06
165,48.222415924072266,48.22241141360845,4.510463817553045e-06,4.510463817553045e-06
166,48.364498138427734,48.36449525680727,2.88162046757634e-06,2.88162046757634e-06
167,48.57263946533203,48.572636049998025,3.415334006717785e-06,3.415334006717785e-06
168,48.68183517456055,48.68183210157378,3.0729867646073217e-06,3.0729867646073217e-06
169,48.782127380371094,48.7821201306241,7.249746992954442e-06,7.249746992954442e-06
170,48.919864654541016,48.91986153096774,3.123573279140146e-06,3.123573279140146e-06
171,49.04656982421875,49.04656809420188,1.7300168693168416e-06,1.7300168693168416e-06
172,49.14960861206055,49.14960640448564,2.207574908652532e-06,2.207574908652532e-06
173,49.37689971923828,49.37689454774161,5.171496674449827e-06,5.171496674449827e-06
174,49.49583435058594,49.49583359438828,7.56197657381108e-07,7.56197657381108e-07
175,49.65812683105469,49.658122454752686,4.376302001674048e-06,4.376302001674048e-06
176,49.82548522949219,49.825480584453565,4.645038622186348e-06,4.645038622186348e-06
177,49.83534240722656,49.83533708067116,5.326555402973554e-06,5.326555402973554e-06
178,50.01878356933594,50.01878114509921,2.424236726028539e-06,2.424236726028539e-06
179,50.292274475097656,50.29227225916461,2.21593304416956e-06,2.21593304416956e-06
180,50.44646453857422,50.44645839783427,6.140739948534701e-06,6.140739948534701e-06
181,50.540992736816406,50.540991746500964,9.903154420953797e-07,9.903154420953797e-07
182,50.79773712158203,50.79773216930367,4.952278359837692e-06,4.952278359837692e-06
183,50.97218322753906,50.972186830524386,-3.6029853234254006e-06,3.6029853234254006e-06
184,51.20454025268555,51.204540622364576,-3.6967902872220293e-07,3.6967902872220293e-07
185,51.37459945678711,51.374599528985634,-7.219852449225073e-08,7.219852449225073e-08
186,51.57491683959961,51.574917276480875,-4.3688126538654615e-07,4.3688126538654615e-07
187,51.83866882324219,51.83867020706177,-1.3838195798143715e-06,1.3838195798143715e-06
188,52.04124069213867,52.04123995608464,7.360540337231214e-07,7.360540337231214e-07
189,52.221675872802734,52.221672308579286,3.564223447938275e-06,3.564223447938275e-06
190,52.32162857055664,52.32162883887507,-2.6831843058516824e-07,2.6831843058516824e-07
191,52.517051696777344,52.51705209770649,-4.0092914588285566e-07,4.0092914588285566e-07
192,52.63650131225586,52.6364986877379,2.6245179611805725e-06,2.6245179611805725e-06
193,52.95232009887695,52.95232062572503,-5.268480762765648e-07,5.268480762765648e-07
194,53.128273010253906,53.128277857607614,-4.847353707759794e-06,4.847353707759794e-06
195,53.217857360839844,53.21785889181,-1.5309701595356273e-06,1.5309701595356273e-06
196,53.49089431762695,53.490898544948955,-4.227322001781886e-06,4.227322001781886e-06
197,53.605464935302734,53.605467243942726,-2.308639992065764e-06,2.308639992065764e-06
198,53.63560104370117,53.635605076593684,-4.032892512384478e-06,4.032892512384478e-06
199,53.70647430419922,53.70648331300774,-9.008808518728983e-06,9.008808518728983e-06
200,53.85844421386719,53.85845071785322,-6.503986035966136e-06,6.503986035966136e-06
201,53.97492599487305,53.97493098453927,-4.989666223309541e-06,4.989666223309541e-06
202,54.15739440917969,54.15739951098868,-5.101808994822932e-06,5.101808994822932e-06
203,54.288536071777344,54.28853920594844,-3.1341710950982815e-06,3.1341710950982815e-06
204,54.29925537109375,54.29926084893457,-5.4778408227207365e-06,5.4778408227207365e-06
205,54.42588424682617,54.42588556657061,-1.3197444346246812e-06,1.3197444346246812e-06
206,54.703670501708984,54.70367465837851,-4.156669525912093e-06,4.156669525912093e-06
207,54.81845474243164,54.81845494673379,-2.0430214675570824e-07,2.0430214675570824e-07
208,54.92243576049805,54.92243494130458,8.191934668388967e-07,8.191934668388967e-07
209,55.06059646606445,55.060597622993306,-1.1569288531632083e-06,1.1569288531632083e-06
210,55.327945709228516,55.3279436450042,2.0642243185875486e-06,2.0642243185875486e-06
211,55.41081237792969,55.41080812892108,4.249008604517712e-06,4.249008604517712e-06
212,55.61370849609375,55.61371447389872,-5.977804967471911e-06,5.977804967471911e-06
213,55.7150764465332,55.7150780816255,-1.6350922962260483e-06,1.6350922962260483e-06
214,55.83711242675781,55.837116598387006,-4.1716291931948035e-06,4.1716291931948035e-06
215,55.957035064697266,55.95704142932242,-6.3646251575733e-06,6.3646251575733e-06
216,56.15870666503906,56.15870726444318,-5.994041174517406e-07,5.994041174517406e-07
217,56.34754180908203,56.347546377174524,-4.568092492718279e-06,4.568092492718279e-06
218,56.56953811645508,56.56954296802166,-4.851566579588962e-06,4.851566579588962e-06
219,56.790260314941406,56.79026111650873,-8.015673245154176e-07,8.015673245154176e-07
220,57.08879089355469,57.08880169651878,-1.080296409128323e-05,1.080296409128323e-05
221,57.237369537353516,57.237376508794995,-6.971441479208806e-06,6.971441479208806e-06
222,57.20024871826172,57.20025459578892,-5.877527200937038e-06,5.877527200937038e-06
223,57.3052864074707,57.30529635921564,-9.951744935676743e-06,9.951744935676743e-06
224,57.393653869628906,57.393656801930156,-2.932301249813918e-06,2.932301249813918e-06
225,57.515995025634766,57.51600169394609,-6.668311321789133e-06,6.668311321789133e-06
226,57.74044418334961,57.74045614701714,-1.1963667532199906e-05,1.1963667532199906e-05
227,57.8431282043457,57.84313733538928,-9.131043576360298e-06,9.131043576360298e-06
228,57.92910385131836,57.92911347541139,-9.62409303184586e-06,9.62409303184586e-06
229,58.106285095214844,58.10629384976651,-8.754551664935661e-06,8.754551664935661e-06
230,58.29773712158203,58.29774496943014,-7.847848110031919e-06,7.847848110031919e-06
231,58.422786712646484,58.422790938937275,-4.226290791109477e-06,4.226290791109477e-06
232,58.59348678588867,58.59349608200198,-9.296113304912978e-06,9.296113304912978e-06
233,58.769874572753906,58.76988277807308,-8.205319176113335e-06,8.205319176113335e-06
234,58.93687438964844,58.936881851803285,-7.4621548478148725e-06,7.4621548478148725e-06
235,59.038448333740234,59.03845329597428,-4.962234044114666e-06,4.962234044114666e-06
236,59.230743408203125,59.23075204074176,-8.632538637698417e-06,8.632538637698417e-06
237,59.214630126953125,59.214639341688134,-9.214735008811203e-06,9.214735008811203e-06
238,59.39796447753906,59.39797643989962,-1.196236055989175e-05,1.196236055989175e-05
239,59.566471099853516,59.56648144667485,-1.0346821333939715e-05,1.0346821333939715e-05
240,59.84809875488281,59.84810924158121,-1.0486698400313799e-05,1.0486698400313799e-05
241,60.0062141418457,60.006225207889806,-1.1066044102392425e-05,1.1066044102392425e-05
242,60.153621673583984,60.1536310536735,-9.380089515786949e-06,9.380089515786949e-06
243,60.37511444091797,60.37512789304533,-1.345212736225676e-05,1.345212736225676e-05
244,60.56456756591797,60.564575709054694,-8.14313672492517e-06,8.14313672492517e-06
245,60.70335388183594,60.703365035242086,-1.1153406148878275e-05,1.1153406148878275e-05
246,60.84084701538086,60.840858347517596,-1.1332136736541543e-05,1.1332136736541543e-05
247,60.98904037475586,60.98905312593425,-1.2751178388725748e-05,1.2751178388725748e-05
248,61.05504608154297,61.055057875059624,-1.1793516655700387e-05,1.1793516655700387e-05
249,61.277339935302734,61.277352410971446,-1.2475668711431354e-05,1.2475668711431354e-05
250,61.37912368774414,61.3791333892895,-9.701545359064312e-06,9.701545359064312e-06
251,61.497318267822266,61.49732707973908,-8.811916814011056e-06,8.811916814011056e-06
252,61.681758880615234,61.6817707759581,-1.1895342865386738e-05,1.1895342865386738e-05
253,61.79276657104492,61.79277099183722,-4.420792301118581e-06,4.420792301118581e-06
254,61.923553466796875,61.92355812087888,-4.654082005117743e-06,4.654082005117743e-06
255,62.163700103759766,62.16370121472554,-1.1109657762631286e-06,1.1109657762631286e-06
256,62.25850296020508,62.25850671149074,-3.751285660769099e-06,3.751285660769099e-06
257,62.38055419921875,62.38055614279385,-1.943575099971895e-06,1.943575099971895e-06
258,62.61777877807617,62.61777989809096,-1.120014786692991e-06,1.120014786692991e-06
259,62.73175811767578,62.73175327306648,4.844609300391767e-06,4.844609300391767e-06
260,62.83161926269531,62.83161383114006,5.431555251789177e-06,5.431555251789177e-06
261,62.985313415527344,62.98531339236925,2.3158094109021476e-08,2.3158094109021476e-08
262,63.162384033203125,63.16237837772088,5.6554822478460665e-06,5.6554822478460665e-06
263,63.25544738769531,63.25544696446413,4.2323118520926073e-07,4.2323118520926073e-07
264,63.38247299194336,63.382473582597555,-5.906541957756417e-07,5.906541957756417e-07
265,63.51035690307617,63.510359910545695,-3.0074695231974147e-06,3.0074695231974147e-06
266,63.5827522277832,63.58275447631415,-2.248530947213112e-06,2.248530947213112e-06
267,63.719886779785156,63.71989353584466,-6.756059505619305e-06,6.756059505619305e-06
268,63.96668243408203,63.96668990839081,-7.474308780786032e-06,7.474308780786032e-06
269,64.16018676757812,64.16018990186842,-3.1342902957476326e-06,3.1342902957476326e-06
270,64.24765014648438,64.24765286669486,-2.7202104888601752e-06,2.7202104888601752e-06
271,64.40581512451172,64.40581513610599,-1.159426687991072e-08,1.159426687991072e-08
272,64.52468872070312,64.52469107347015,-2.3527670265366396e-06,2.3527670265366396e-06
273,64.6489486694336,64.64894496372209,3.7057115065408652e-06,3.7057115065408652e-06
274,64.84046936035156,64.8404754872666,-6.126915039317282e-06,6.126915039317282e-06
275,65.014404296875,65.01440917893876,-4.882063763034239e-06,4.882063763034239e-06
276,65.20893096923828,65.20893130310607,-3.338677885267316e-07,3.338677885267316e-07
277,65.37277221679688,65.37277698375873,-4.766961851032647e-06,4.766961851032647e-06
278,65.45501708984375,65.45502630574694,-9.215903190806785e-06,9.215903190806785e-06
279,65.55693054199219,65.55693237089486,-1.828902668421506e-06,1.828902668421506e-06
280,65.61267852783203,65.61268602066109,-7.492829055877337e-06,7.492829055877337e-06
281,65.7864761352539,65.78648197142688,-5.836172974227338e-06,5.836172974227338e-06
282,66.00758361816406,66.00758529084372,-1.6726796587818171e-06,1.6726796587818171e-06
283,66.03707885742188,66.03708372607478,-4.868652908385229e-06,4.868652908385229e-06
284,66.17571258544922,66.17571907433508,-6.488885858857429e-06,6.488885858857429e-06
285,66.3419189453125,66.34192602929413,-7.083981628852598e-06,7.083981628852598e-06
286,66.461181640625,66.4611881602134,-6.519588396258769e-06,6.519588396258769e-06
287,66.54166412353516,66.54167453526816,-1.0411733001092216e-05,1.0411733001092216e-05
288,66.61024475097656,66.61025205866541,-7.307688846935889e-06,7.307688846935889e-06
289,66.82489776611328,66.82490300841758,-5.242304297325973e-06,5.242304297325973e-06
290,66.9443130493164,66.94431842607406,-5.376757655994879e-06,5.376757655994879e-06
291,67.15225982666016,67.15225747338859,2.353271568722448e-06,2.353271568722448e-06
292,67.24363708496094,67.24364202390001,-4.938939071053028e-06,4.938939071053028e-06
293,67.45758819580078,67.45758753701229,6.587884939790456e-07,6.587884939790456e-07
294,67.62393188476562,67.623937067505,-5.182739371889511e-06,5.182739371889511e-06
295,67.7577133178711,67.75771374892011,-4.310490169245895e-07,4.310490169245895e-07
296,67.96306610107422,67.9630689908453,-2.889771081981962e-06,2.889771081981962e-06
297,68.0718002319336,68.07180947331786,-9.241384262281827e-06,9.241384262281827e-06
298,68.18077087402344,68.1807810837323,-1.0209708861452782e-05,1.0209708861452782e-05
299,68.31207275390625,68.3120790435106,-6.289604343123756e-06,6.289604343123756e-06
300,68.4374008178711,68.43741036976252,-9.551891423598136e-06,9.551891423598136e-06
301,68.55964660644531,68.55965163929956,-5.0328542471334e-06,5.0328542471334e-06
302,68.67967224121094,68.67967511339054,-2.872179607038561e-06,2.872179607038561e-06
303,68.75751495361328,68.75752342360974,-8.46999645887081e-06,8.46999645887081e-06
304,68.94853973388672,68.94854462090417,-4.887017453825138e-06,4.887017453825138e-06
305,69.02751922607422,69.02752433585127,-5.109777049483455e-06,5.109777049483455e-06
306,69.11146545410156,69.11147891388796,-1.3459786401881502e-05,1.3459786401881502e-05
307,69.18883514404297,69.1888413988042,-6.254761231616612e-06,6.254761231616612e-06
308,69.4227066040039,69.42271020593779,-3.601933883601305e-06,3.601933883601305e-06
309,69.58802032470703,69.58803066329378,-1.0338586747593581e-05,1.0338586747593581e-05
310,69.75591278076172,69.75591499755336,-2.2167916426951706e-06,2.2167916426951706e-06
311,69.76495361328125,69.76495741396022,-3.800678967991189e-06,3.800678967991189e-06
312,69.87218475341797,69.87219139923266,-6.645814693229113e-06,6.645814693229113e-06
313,70.07403564453125,70.07404443510242,-8.790571172312411e-06,8.790571172312411e-06
314,70.28987121582031,70.289875036763,-3.820942680476946e-06,3.820942680476946e-06
315,70.29661560058594,70.29661951631908,-3.915733145731792e-06,3.915733145731792e-06
316,70.28368377685547,70.2836837383201,3.853537577924726e-08,3.853537577924726e-08
317,70.33029174804688,70.33028757043522,4.177611657496527e-06,4.177611657496527e-06
318,70.37673950195312,70.37673561193458,3.8900185472812154e-06,3.8900185472812154e-06
319,70.55220794677734,70.55220056018062,7.386596720948546e-06,7.386596720948546e-06
320,70.7102279663086,70.71022378451082,4.181797777391694e-06,4.181797777391694e-06
321,70.9486312866211,70.94862241646081,8.870160286278406e-06,8.870160286278406e-06
322,71.09043884277344,71.09043427326004,4.5695133934486876e-06,4.5695133934486876e-06
323,71.19934844970703,71.1993456730627,2.7766443366772364e-06,2.7766443366772364e-06
324,71.42701721191406,71.42701222880571,4.983108354394972e-06,4.983108354394972e-06
325,71.60363006591797,71.60362346729673,6.598621240527791e-06,6.598621240527791e-06
326,71.77571868896484,71.77571434427881,4.34468603316418e-06,4.34468603316418e-06
327,71.9698715209961,71.96986438067877,7.140317322296141e-06,7.140317322296141e-06
328,72.08610534667969,72.08609965741672,5.689262962960129e-06,5.689262962960129e-06
329,72.23714447021484,72.23713779721317,6.673001678336732e-06,6.673001678336732e-06
330,72.43142700195312,72.43141663816279,1.0363790337919454e-05,1.0363790337919454e-05
331,72.44281005859375,72.44279839122696,1.1667366791812128e-05,1.1667366791812128e-05
332,72.57266235351562,72.57264642735153,1.5926164095958484e-05,1.5926164095958484e-05
333,72.64921569824219,72.64920718289376,8.515348426385572e-06,8.515348426385572e-06
334,72.72403717041016,72.72402388992175,1.3280488403211166e-05,1.3280488403211166e-05
335,72.80638885498047,72.80637072405727,1.8130923194803472e-05,1.8130923194803472e-05
336,72.9568099975586,72.95679081517795,1.9182380640359042e-05,1.9182380640359042e-05
337,73.08447265625,73.08445942746982,1.3228780176177679e-05,1.3228780176177679e-05
338,73.14639282226562,73.14637351465211,1.9307613513319666e-05,1.9307613513319666e-05
339,73.30999755859375,73.30998089056415,1.6668029601873968e-05,1.6668029601873968e-05
